1.126,4.0187,-3.1534e-06,1
4.0433,1.0342,-1.2206e-06,1
4.0433,-1.0342,1.144e-06,1
2.9173,-2.9845,2.8473e-06,1
1.126,-4.0187,3.1532e-06,1
-1.126,-4.0187,3.1952e-06,1
-2.9173,-2.9845,2.938e-06,1
-4.0433,-1.0342,1.1593e-06,1
-4.0433,1.0342,-1.194e-06,1
-2.9173,2.9845,-2.9925e-06,1
-1.126,4.0187,-3.194e-06,1
2.9173,2.9845,-2.8791e-06,1
1.6627,3.828,-2.9397e-06,1
3.6144,2.0867,-2.3688e-06,1
4.1465,0.47403,-5.9364e-07,1
3.6144,-2.0867,2.3539e-06,1
4.1465,-0.47403,4.9598e-07,1
2.4838,-3.354,2.8427e-06,1
1.5396e-09,-4.1735,3.4861e-06,1
1.6627,-3.828,2.9255e-06,1
-1.6627,-3.828,2.9959e-06,1
-3.6144,-2.0867,2.3739e-06,1
-2.4838,-3.354,2.9472e-06,1
-4.1465,-0.47403,5.0579e-07,1
-3.6144,2.0867,-2.4171e-06,1
-4.1465,0.47403,-5.5593e-07,1
-2.4838,3.354,-2.9763e-06,1
-1.54e-09,4.1735,-3.5037e-06,1
-1.6627,3.828,-3.0077e-06,1
2.4838,3.354,-2.876e-06,1
1.4868,3.8997,-2.9915e-06,1
4.1206,0.66226,-8.0736e-07,1
4.1206,-0.66226,7.1433e-07,1
2.6338,-3.2374,2.8531e-06,1
1.4868,-3.8997,2.9893e-06,1
-1.4868,-3.8997,3.0425e-06,1
-2.6338,-3.2374,2.9528e-06,1
-4.1206,-0.66226,7.1498e-07,1
-4.1206,0.66226,-7.5696e-07,1
-2.6338,3.2374,-2.9847e-06,1
-1.4868,3.8997,-3.0625e-06,1
2.6338,3.2374,-2.9012e-06,1
0.37952,4.1562,-3.4665e-06,1
3.7891,1.7494,-2.0203e-06,1
3.7891,-1.7494,2.0056e-06,1
3.4096,-2.4068,2.5963e-06,1
0.37952,-4.1562,3.4472e-06,1
-0.37952,-4.1562,3.4625e-06,1
-3.4096,-2.4068,2.6493e-06,1
-3.7891,-1.7494,2.0181e-06,1
-3.7891,1.7494,-2.0556e-06,1
-3.4096,2.4068,-2.7174e-06,1
-0.37952,4.1562,-3.4497e-06,1
3.4096,2.4068,-2.6249e-06,1
1.3077,3.9633,-3.063e-06,1
1.8352,3.7483,-2.9e-06,1
4.0862,0.84912,-1.0144e-06,1
4.1638,0.28481,-3.6228e-07,1
4.0862,-0.84912,9.275e-07,1
4.1638,-0.28481,2.8253e-07,1
2.7785,-3.1142,2.8665e-06,1
2.3285,-3.4635,2.8437e-06,1
1.3077,-3.9633,3.0638e-06,1
1.8352,-3.7483,2.881e-06,1
-1.3077,-3.9633,3.1406e-06,1
-1.8352,-3.7483,2.962e-06,1
-2.7785,-3.1142,2.955e-06,1
-2.3285,-3.4635,2.9481e-06,1
-4.0862,-0.84912,9.3497e-07,1
-4.1638,-0.28481,2.8929e-07,1
-4.0862,0.84912,-9.7638e-07,1
-4.1638,0.28481,-3.4439e-07,1
