1.126,4.0187,-3.0704e-06
4.0433,1.0342,-1.0674e-06
4.0433,-1.0342,1.1306e-06
2.9173,-2.9845,2.7247e-06
1.126,-4.0187,3.0086e-06
-1.126,-4.0187,3.1422e-06
-2.9173,-2.9845,2.9434e-06
-4.0433,-1.0342,1.218e-06
-4.0433,1.0342,-1.172e-06
-2.9173,2.9845,-2.9348e-06
-1.126,4.0187,-3.1745e-06
2.9173,2.9845,-2.7237e-06
1.6627,3.828,-2.8338e-06
3.6144,2.0867,-2.2042e-06
4.1465,0.47403,-4.5617e-07
3.6144,-2.0867,2.2444e-06
4.1465,-0.47403,5.2443e-07
2.4838,-3.354,2.7158e-06
1.5396e-09,-4.1735,3.3769e-06
1.6627,-3.828,2.7835e-06
-1.6627,-3.828,2.973e-06
-3.6144,-2.0867,2.4155e-06
-2.4838,-3.354,2.9396e-06
-4.1465,-0.47403,5.6233e-07
-3.6144,2.0867,-2.3894e-06
-4.1465,0.47403,-5.0997e-07
-2.4838,3.354,-2.9354e-06
-1.54e-09,4.1735,-3.454e-06
-1.6627,3.828,-2.9824e-06
2.4838,3.354,-2.7374e-06
1.4868,3.8997,-2.9012e-06
4.1206,0.66226,-6.5635e-07
4.1206,-0.66226,7.2332e-07
2.6338,-3.2374,2.7264e-06
1.4868,-3.8997,2.847e-06
-1.4868,-3.8997,3.0204e-06
-2.6338,-3.2374,2.9499e-06
-4.1206,-0.66226,7.7844e-07
-4.1206,0.66226,-7.2785e-07
-2.6338,3.2374,-2.9446e-06
-1.4868,3.8997,-3.0362e-06
2.6338,3.2374,-2.7406e-06
0.37952,4.1562,-3.3928e-06
3.7891,1.7494,-1.8697e-06
3.7891,-1.7494,1.9193e-06
3.4096,-2.4068,2.494e-06
0.37952,-4.1562,3.3167e-06
-0.37952,-4.1562,3.3588e-06
-3.4096,-2.4068,2.6867e-06
-3.7891,-1.7494,2.0649e-06
-3.7891,1.7494,-2.0317e-06
-3.4096,2.4068,-2.667e-06
-0.37952,4.1562,-3.4279e-06
3.4096,2.4068,-2.4653e-06
1.3077,3.9633,-2.9807e-06
1.8352,3.7483,-2.7836e-06
4.0862,0.84912,-8.5989e-07
4.1638,0.28481,-2.5866e-07
4.0862,-0.84912,9.252e-07
4.1638,-0.28481,3.2775e-07
2.7785,-3.1142,2.7313e-06
2.3285,-3.4635,2.7052e-06
1.3077,-3.9633,2.9227e-06
1.8352,-3.7483,2.7375e-06
-1.3077,-3.9633,3.0772e-06
-1.8352,-3.7483,2.9402e-06
-2.7785,-3.1142,2.953e-06
-2.3285,-3.4635,2.9277e-06
-4.0862,-0.84912,9.9679e-07
-4.1638,-0.28481,3.4776e-07
-4.0862,0.84912,-9.4838e-07
-4.1638,0.28481,-2.9416e-07
-2.7785,3.1142,-2.9463e-06
-2.3285,3.4635,-2.9247e-06
-1.3077,3.9633,-3.1008e-06
-1.8352,3.7483,-2.9447e-06
2.7785,3.1142,-2.7379e-06
2.3285,3.4635,-2.734e-06
0.75589,4.1045,-3.252e-06
3.9325,1.3976,-1.4826e-06
3.9325,-1.3976,1.5398e-06
3.1766,-2.7069,2.6545e-06
0.75589,-4.1045,3.1821e-06
-0.75589,-4.1045,3.2701e-06
-3.1766,-2.7069,2.8633e-06
-3.9325,-1.3976,1.6573e-06
-3.9325,1.3976,-1.6171e-06
-3.1766,2.7068,-2.8495e-06
-0.75589,4.1045,-3.3219e-06
3.1766,2.7068,-2.639e-06
0.56829,4.1346,-3.3296e-06
3.8648,1.5752,-1.6814e-06
3.8648,-1.5752,1.7351e-06
3.2965,-2.5595,2.5859e-06
0.56829,-4.1346,3.2561e-06
-0.56829,-4.1346,3.3209e-06
-3.2965,-2.5595,2.7874e-06
-3.8648,-1.5752,1.8669e-06
-3.8648,1.5752,-1.83e-06
-3.2965,2.5595,-2.7707e-06
-0.56829,4.1346,-3.3819e-06
3.2965,2.5595,-2.5636e-06
0.94192,4.0658,-3.1624e-06
3.992,1.2172,-1.2766e-06
3.992,-1.2172,1.337e-06
3.0501,-2.8486,2.7009e-06
0.94192,-4.0658,3.0964e-06
-0.94192,-4.0658,3.2076e-06
-3.0501,-2.8486,2.9154e-06
-3.992,-1.2172,1.4398e-06
-3.992,1.2172,-1.3965e-06
-3.0501,2.8486,-2.9043e-06
-0.94192,4.0658,-3.2495e-06
3.0501,2.8486,-2.6925e-06
0.18996,4.1692,-3.4332e-06
3.7056,1.9201,-2.045e-06
3.7056,-1.9201,2.0902e-06
3.5156,-2.2491,2.38e-06
0.18996,-4.1692,3.3556e-06
-0.18996,-4.1692,3.3763e-06
-3.5156,-2.2491,2.5625e-06
-3.7056,-1.9201,2.2488e-06
-3.7056,1.9201,-2.2192e-06
-3.5156,2.2491,-2.5397e-06
-0.18996,4.1692,-3.4506e-06
3.5156,2.2491,-2.3453e-06
2.0039,3.6609,-2.7518e-06
4.1724,0.094996,-6.2805e-08
4.1724,-0.094996,1.3233e-07
2.1685,-3.5659,2.702e-06
2.0039,-3.6609,2.7107e-06
-2.0039,-3.6609,2.923e-06
-2.1685,-3.5659,2.9208e-06
-4.1724,-0.094996,1.3393e-07
-4.1724,0.094996,-7.9747e-08
-2.1685,3.5659,-2.9193e-06
-2.0039,3.6609,-2.924e-06
2.1685,3.5659,-2.7373e-06
0.094978,4.1713,-3.4435e-06
3.565,2.1679,-2.2754e-06
3.66,2.0034,-2.125e-06
3.66,-2.0034,2.1676e-06
3.565,-2.1679,2.3127e-06
0.094978,-4.1713,3.366e-06
-0.094977,-4.1713,3.3763e-06
-3.565,-2.1679,2.4897e-06
-3.66,-2.0034,2.3327e-06
-3.66,2.0034,-2.3047e-06
-3.565,2.1679,-2.4651e-06
-0.094978,4.1713,-3.4523e-06
0.66209,4.1196,-3.29e-06
3.2366,2.6332,-2.6019e-06
3.8987,1.4864,-1.582e-06
3.8987,-1.4864,1.6374e-06
3.2366,-2.6332,2.6207e-06
0.66209,-4.1196,3.2184e-06
-0.66209,-4.1196,3.2945e-06
-3.2366,-2.6332,2.826e-06
-3.8987,-1.4864,1.762e-06
-3.8987,1.4864,-1.7235e-06
-3.2366,2.6332,-2.8107e-06
-0.66209,4.1196,-3.3512e-06
1.2169,3.991,-3.0227e-06
2.8479,3.0493,-2.7302e-06
4.0648,0.94168,-9.6262e-07
4.0648,-0.94168,1.0269e-06
2.8479,-3.0494,2.7273e-06
1.2169,-3.991,2.963e-06
-1.2169,-3.991,3.1069e-06
-2.8479,-3.0494,2.9476e-06
-4.0648,-0.94168,1.1064e-06
-4.0648,0.94168,-1.0592e-06
-2.8479,3.0493,-2.9399e-06
-1.2169,3.991,-3.1349e-06
1.749,3.7882,-2.8046e-06
2.4062,3.4087,-2.7332e-06
4.1551,0.37942,-3.5698e-07
4.1551,-0.37942,4.2564e-07
2.4062,-3.4087,2.7079e-06
1.749,-3.7882,2.7564e-06
-1.749,-3.7882,2.9527e-06
-2.4061,-3.4087,2.9312e-06
-4.1551,-0.37942,4.5475e-07
-4.1551,0.37942,-4.0165e-07
-2.4061,3.4087,-2.9274e-06
-1.749,3.7882,-2.9595e-06
3.3531,2.4831,-2.515e-06
3.827,-1.6623,1.8272e-06
0.4739,-4.1454,3.2862e-06
-3.3531,-2.4831,2.7377e-06
-3.827,1.6623,-1.9308e-06
-0.4739,4.1454,-3.4046e-06
0.4739,4.1454,-3.3608e-06
3.827,1.6623,-1.7756e-06
3.3531,-2.4831,2.5405e-06
-0.4739,-4.1454,3.3393e-06
-3.827,-1.6623,1.9658e-06
-3.3531,2.4831,-2.7194e-06
0.28473,4.1627,-3.4129e-06
3.4626,2.3279,-2.4059e-06
3.7474,1.8348,-1.9576e-06
3.7474,-1.8348,2.0049e-06
3.4626,-2.3279,2.4376e-06
0.28473,-4.1627,3.336e-06
-0.28473,-4.1627,3.3671e-06
-3.4626,-2.3279,2.6253e-06
-3.7473,-1.8348,2.1571e-06
-3.7473,1.8348,-2.1256e-06
-3.4626,2.3279,-2.6039e-06
-0.28473,4.1627,-3.4391e-06
1.9196,3.7046,-2.7637e-06
2.2485,3.5147,-2.7327e-06
4.1681,0.1899,-1.6052e-07
4.1681,-0.1899,2.2983e-07
2.2485,-3.5147,2.7006e-06
1.9196,-3.7046,2.7202e-06
-1.9196,-3.7046,2.9278e-06
-2.2485,-3.5147,2.9213e-06
-4.1681,-0.1899,2.4063e-07
-4.1681,0.1899,-1.8675e-07
-2.2485,3.5147,-2.9189e-06
-1.9196,3.7046,-2.9304e-06
1.5747,3.8638,-2.8638e-06
2.5588,3.2957,-2.737e-06
4.1335,0.56814,-5.5555e-07
4.1335,-0.56814,6.2317e-07
2.5588,-3.2957,2.719e-06
1.5747,-3.8638,2.8116e-06
-1.5748,-3.8638,2.9932e-06
-2.5588,-3.2957,2.9428e-06
-4.1335,-0.56814,6.6973e-07
-4.1335,0.56814,-6.1827e-07
-2.5588,3.2957,-2.938e-06
-1.5748,3.8638,-3.0057e-06
0.8489,4.0851,-3.2055e-06
3.1134,2.7777,-2.6662e-06
3.9623,1.3074,-1.3792e-06
3.9623,-1.3074,1.4381e-06
3.1134,-2.7777,2.6781e-06
0.8489,-4.0851,3.1377e-06
-0.8489,-4.0851,3.2371e-06
-3.1134,-2.7777,2.8898e-06
-3.9623,-1.3074,1.5481e-06
-3.9623,1.3074,-1.5065e-06
-3.1134,2.7777,-2.8774e-06
-0.8489,4.0851,-3.2842e-06
2.0862,3.6134,-2.741e-06
4.1724,-3.315e-06,3.4752e-08
2.0862,-3.6134,2.7027e-06
-2.0862,-3.6134,2.9185e-06
-4.1724,3.3151e-06,2.709e-08
-2.0862,3.6134,-2.918e-06
1.3973,3.9315,-2.9376e-06
2.7061,3.1758,-2.7378e-06
4.1034,0.75569,-7.5716e-07
4.1034,-0.75569,8.2331e-07
2.7061,-3.1758,2.7274e-06
1.3973,-3.9315,2.8816e-06
-1.3973,-3.9315,3.0456e-06
-2.7061,-3.1758,2.9501e-06
-4.1034,-0.75569,8.8665e-07
-4.1034,0.75569,-8.3719e-07
-2.7061,3.1758,-2.944e-06
-1.3973,3.9315,-3.0653e-06
1.034,4.0423,-3.1137e-06
2.9837,2.9166,-2.7081e-06
4.0177,1.1257,-1.1713e-06
4.0177,-1.1257,1.233e-06
2.9837,-2.9166,2.7127e-06
1.034,-4.0423,3.05e-06
-1.034,-4.0423,3.1723e-06
-2.9837,-2.9166,2.9295e-06
-4.0177,-1.1257,1.3281e-06
-4.0177,1.1257,-1.2835e-06
-2.9837,2.9166,-2.9195e-06
-1.034,4.0423,-3.2096e-06
3.0467,2.7183,-2.3717e-06
3.8775,1.2794,-1.2343e-06
3.8775,-1.2794,1.2901e-06
3.0467,-2.7183,2.3828e-06
0.83073,-3.9977,2.7093e-06
-0.83073,-3.9977,2.806e-06
-3.0467,-2.7183,2.5869e-06
-3.8775,-1.2794,1.3969e-06
-3.8775,1.2794,-1.3571e-06
-3.0467,2.7183,-2.5755e-06
-0.83073,3.9977,-2.85e-06
0.83073,3.9977,-2.7741e-06
3.2813,2.43,-2.2449e-06
3.7451,1.6267,-1.5891e-06
3.7451,-1.6267,1.638e-06
3.2813,-2.43,2.2689e-06
0.46376,-4.0567,2.8442e-06
-0.46376,-4.0567,2.8959e-06
-3.2813,-2.43,2.4595e-06
-3.7451,-1.6267,1.7726e-06
-3.7451,1.6267,-1.7389e-06
-3.2813,2.43,-2.442e-06
-0.46376,4.0567,-2.9576e-06
0.46376,4.0567,-2.9153e-06
2.9199,2.8541,-2.4028e-06
3.9317,1.1016,-1.046e-06
3.9317,-1.1016,1.1047e-06
2.9199,-2.8541,2.4069e-06
1.0118,-3.9558,2.6285e-06
-1.0118,-3.9558,2.7476e-06
-2.9199,-2.8541,2.6157e-06
-3.9317,-1.1016,1.1969e-06
-3.9317,1.1016,-1.1544e-06
-2.9199,2.8541,-2.6068e-06
-1.0118,3.9557,-2.7821e-06
1.0118,3.9557,-2.6897e-06
2.504,3.2251,-2.4054e-06
4.0451,0.55598,-4.9403e-07
4.0451,-0.55598,5.5835e-07
2.504,-3.2251,2.3878e-06
1.541,-3.7811,2.4212e-06
-1.541,-3.7811,2.5965e-06
-2.504,-3.2251,2.6028e-06
-4.0451,-0.55598,6.038e-07
-4.0451,0.55598,-5.5468e-07
-2.504,3.2251,-2.5992e-06
-1.541,3.7811,-2.6085e-06
1.541,3.7811,-2.4714e-06
3.1673,2.5768,-2.319e-06
3.8152,1.4546,-1.4164e-06
3.8152,-1.4546,1.4689e-06
3.1673,-2.5768,2.3367e-06
0.64792,-4.0314,2.7833e-06
-0.64792,-4.0314,2.8572e-06
-3.1673,-2.5768,2.535e-06
-3.8152,-1.4546,1.5898e-06
-3.8152,1.4546,-1.5528e-06
-3.1673,2.5768,-2.5203e-06
-0.64792,4.0314,-2.9107e-06
0.64792,4.0314,-2.8516e-06
3.3885,2.2781,-2.1497e-06
3.6671,1.7955,-1.752e-06
3.6671,-1.7955,1.7967e-06
3.3885,-2.2781,2.1795e-06
0.27864,-4.0736,2.8892e-06
-0.27864,-4.0736,2.9194e-06
-3.3885,-2.2781,2.3612e-06
-3.6671,-1.7955,1.9443e-06
-3.6671,1.7955,-1.914e-06
-3.3885,2.2781,-2.3406e-06
-0.27864,4.0736,-2.9876e-06
0.27864,4.0736,-2.9624e-06
2.2004,3.4395,-2.3809e-06
4.0789,0.18584,-1.4108e-07
4.0789,-0.18584,2.0709e-07
4.0831,1.8098e-06,3.3079e-08
2.2004,-3.4395,2.3499e-06
1.8785,-3.6253,2.3484e-06
2.0415,-3.5361,2.3414e-06
-1.8785,-3.6253,2.5481e-06
-2.0415,-3.5361,2.5487e-06
-2.2004,-3.4395,2.5619e-06
-4.0789,-0.18584,2.1783e-07
-4.0831,1.8098e-06,2.5855e-08
-4.0789,0.18584,-1.663e-07
-2.2004,3.4395,-2.5608e-06
-2.0415,3.5361,-2.5494e-06
-1.8785,3.6253,-2.5516e-06
1.8785,3.6253,-2.3904e-06
2.0415,3.5361,-2.3782e-06
2.6482,3.1078,-2.4146e-06
4.0156,0.73951,-6.7412e-07
4.0156,-0.73951,7.3704e-07
